rating_id,evaluation_id,rater_id,batch_id,rating,rated_at
RT000081,E00027,R004,B1,5,2026-03-04 12:19:25.388460
RT000082,E00028,R002,B1,1,2026-03-04 11:01:00.909282
RT000083,E00028,R005,B1,1,2026-03-04 11:04:00.909282
RT000084,E00028,R012,B1,1,2026-03-04 11:17:00.909282
RT000085,E00029,R007,B1,4,2026-03-04 14:18:49.394822
RT000086,E00029,R009,B1,4,2026-03-04 15:17:49.394822
RT000087,E00029,R012,B1,5,2026-03-04 15:38:49.394822
RT000088,E00030,R005,B1,1,2026-03-04 16:35:14.950527
RT000089,E00030,R009,B1,1,2026-03-04 17:17:14.950527
RT000090,E00030,R001,B1,1,2026-03-04 17:21:14.950527
RT000091,E00031,R008,B1,2,2026-03-04 18:38:52.169000
RT000092,E00031,R012,B1,1,2026-03-04 19:30:52.169000
RT000093,E00031,R004,B1,1,2026-03-04 21:08:52.169000
RT000094,E00032,R002,B1,4,2026-03-04 19:43:36.835063
RT000095,E00032,R006,B1,4,2026-03-04 20:06:36.835063
RT000096,E00032,R003,B1,3,2026-03-04 19:53:36.835063
RT000097,E00033,R007,B1,2,2026-03-04 22:43:33.056051
RT000098,E00033,R001,B1,3,2026-03-04 23:06:33.056051
RT000099,E00033,R011,B1,2,2026-03-04 23:41:33.056051
RT000100,E00034,R006,B1,3,2026-03-05 01:35:58.310426
RT000101,E00034,R011,B1,2,2026-03-05 02:57:58.310426
RT000102,E00034,R005,B1,2,2026-03-05 01:49:58.310426
RT000103,E00035,R011,B1,1,2026-03-05 02:42:17.641691
RT000104,E00035,R005,B1,1,2026-03-05 03:24:17.641691
RT000105,E00035,R007,B1,2,2026-03-05 04:48:17.641691
RT000106,E00036,R002,B1,4,2026-03-05 04:11:16.952656
RT000107,E00036,R012,B1,5,2026-03-05 05:27:16.952656
RT000108,E00036,R008,B1,5,2026-03-05 05:07:16.952656
RT000109,E00037,R004,B1,2,2026-03-05 06:42:32.755065
RT000110,E00037,R011,B1,2,2026-03-05 07:11:32.755065
RT000111,E00037,R005,B1,1,2026-03-05 07:50:32.755065
RT000112,E00038,R001,B1,4,2026-03-05 10:19:56.658903
RT000113,E00038,R010,B1,4,2026-03-05 11:22:56.658903
RT000114,E00038,R009,B1,4,2026-03-05 11:35:56.658903
RT000115,E00039,R006,B1,3,2026-03-05 10:51:11.259303
RT000116,E00039,R001,B1,3,2026-03-05 11:44:11.259303
RT000117,E00039,R009,B1,2,2026-03-05 12:43:11.259303
RT000118,E00040,R010,B1,2,2026-03-05 13:54:44.570137
RT000119,E00040,R006,B1,2,2026-03-05 13:55:44.570137
RT000120,E00040,R007,B1,1,2026-03-05 14:26:44.570137
RT000121,E00041,R003,B1,3,2026-03-05 16:31:42.314517
RT000122,E00041,R009,B1,3,2026-03-05 17:23:42.314517
RT000123,E00041,R004,B1,4,2026-03-05 18:19:42.314517
RT000124,E00042,R007,B1,2,2026-03-05 17:12:34.972832
RT000125,E00042,R001,B1,2,2026-03-05 17:33:34.972832
RT000126,E00042,R012,B1,3,2026-03-05 18:38:34.972832
RT000127,E00043,R007,B1,1,2026-03-05 21:11:46.464580
RT000128,E00043,R008,B1,1,2026-03-05 22:19:46.464580
RT000129,E00043,R006,B1,2,2026-03-05 22:13:46.464580
RT000130,E00044,R002,B1,4,2026-03-05 21:39:54.665591
RT000131,E00044,R010,B1,5,2026-03-05 22:14:54.665591
RT000132,E00044,R009,B1,4,2026-03-06 00:35:54.665591
RT000133,E00045,R002,B1,3,2026-03-06 00:33:12.494003
RT000134,E00045,R006,B1,4,2026-03-06 00:51:12.494003
RT000135,E00045,R007,B1,4,2026-03-06 03:09:12.494003
RT000136,E00046,R004,B1,3,2026-03-06 03:27:20.742422
RT000137,E00046,R001,B1,4,2026-03-06 04:30:20.742422
RT000138,E00046,R007,B1,3,2026-03-06 05:57:20.742422
RT000139,E00047,R009,B1,1,2026-03-06 05:17:47.567889
RT000140,E00047,R001,B1,2,2026-03-06 06:37:47.567889
RT000141,E00047,R007,B1,2,2026-03-06 08:15:47.567889
RT000142,E00048,R004,B1,1,2026-03-06 07:43:49.540552
RT000143,E00048,R010,B1,2,2026-03-06 08:14:49.540552
RT000144,E00048,R001,B1,2,2026-03-06 09:15:49.540552
RT000145,E00049,R010,B1,1,2026-03-06 08:53:59.578641
RT000146,E00049,R004,B1,2,2026-03-06 10:20:59.578641
RT000147,E00049,R007,B1,2,2026-03-06 11:25:59.578641
RT000148,E00050,R001,B1,2,2026-03-06 12:46:27.741591
RT000149,E00050,R002,B1,2,2026-03-06 13:16:27.741591
RT000150,E00050,R006,B1,1,2026-03-06 15:02:27.741591
RT000151,E00051,R004,B1,2,2026-03-06 13:22:44.337196
RT000152,E00051,R007,B1,2,2026-03-06 14:24:44.337196
RT000153,E00051,R003,B1,1,2026-03-06 15:36:44.337196
RT000154,E00052,R003,B1,4,2026-03-06 15:51:34.454733
RT000155,E00052,R007,B1,3,2026-03-06 16:08:34.454733
RT000156,E00052,R011,B1,4,2026-03-06 17:27:34.454733
RT000157,E00053,R012,B1,3,2026-03-06 19:15:46.525891
RT000158,E00053,R004,B1,3,2026-03-06 19:28:46.525891
RT000159,E00053,R003,B1,2,2026-03-06 21:57:46.525891
RT000160,E00054,R011,B1,5,2026-03-06 21:15:23.024538
RT000161,E00054,R001,B1,5,2026-03-06 21:32:23.024538
RT000162,E00054,R008,B1,5,2026-03-07 00:07:23.024538
RT000163,E00055,R011,B1,4,2026-03-06 22:07:14.803133
RT000164,E00055,R005,B1,3,2026-03-06 22:12:14.803133
RT000165,E00055,R009,B1,3,2026-03-06 22:15:14.803133
RT000166,E00056,R008,B1,3,2026-03-07 01:16:59.139864
RT000167,E00056,R005,B1,2,2026-03-07 02:31:59.139864
RT000168,E00056,R007,B1,3,2026-03-07 02:50:59.139864
RT000169,E00057,R005,B1,5,2026-03-07 03:40:04.919230
RT000170,E00057,R004,B1,4,2026-03-07 04:45:04.919230
RT000171,E00057,R001,B1,4,2026-03-07 05:00:04.919230
RT000172,E00058,R012,B1,4,2026-03-07 04:41:09.653290
RT000173,E00058,R004,B1,3,2026-03-07 06:09:09.653290
RT000174,E00058,R006,B1,2,2026-03-07 05:23:09.653290
RT000175,E00059,R001,B1,2,2026-03-07 08:12:19.475828
RT000176,E00059,R011,B1,2,2026-03-07 09:35:19.475828
RT000177,E00059,R009,B1,2,2026-03-07 10:50:19.475828
RT000178,E00060,R007,B1,3,2026-03-07 08:52:03.920125
RT000179,E00060,R003,B1,4,2026-03-07 10:08:03.920125
RT000180,E00060,R009,B1,3,2026-03-07 09:00:03.920125
RT000181,E00061,R001,B1,4,2026-03-07 11:50:22.310643
RT000182,E00061,R010,B1,4,2026-03-07 12:22:22.310643
RT000183,E00061,R006,B1,4,2026-03-07 12:16:22.310643
RT000184,E00062,R003,B1,1,2026-03-07 13:56:10.271551
RT000185,E00062,R005,B1,1,2026-03-07 14:00:10.271551
RT000186,E00062,R010,B1,1,2026-03-07 16:38:10.271551
RT000187,E00063,R006,B1,3,2026-03-07 15:25:58.671844
RT000188,E00063,R008,B1,1,2026-03-07 15:54:58.671844
RT000189,E00063,R007,B1,1,2026-03-07 15:27:58.671844
RT000190,E00064,R001,B1,3,2026-03-07 18:39:18.323096
RT000191,E00064,R007,B1,2,2026-03-07 20:03:18.323096
RT000192,E00064,R005,B1,3,2026-03-07 19:31:18.323096
RT000193,E00065,R008,B1,5,2026-03-07 21:11:07.955299
RT000194,E00065,R002,B1,4,2026-03-07 22:24:07.955299
RT000195,E00065,R010,B1,5,2026-03-07 23:01:07.955299
RT000196,E00066,R009,B1,1,2026-03-07 22:04:57.021834
RT000197,E00066,R003,B1,2,2026-03-07 23:03:57.021834
RT000198,E00066,R006,B1,1,2026-03-07 23:44:57.021834
RT000199,E00067,R002,B1,2,2026-03-08 01:55:04.556998
RT000200,E00067,R004,B1,3,2026-03-08 02:26:04.556998
RT000201,E00067,R006,B1,2,2026-03-08 01:55:04.556998
RT000202,E00068,R012,B1,3,2026-03-08 03:56:07.159435
RT000203,E00068,R003,B1,4,2026-03-08 04:40:07.159435
RT000204,E00068,R002,B1,3,2026-03-08 04:10:07.159435
RT000205,E00069,R006,B1,5,2026-03-08 05:30:48.568308
RT000206,E00069,R012,B1,5,2026-03-08 06:42:48.568308
RT000207,E00069,R011,B1,5,2026-03-08 06:10:48.568308
RT000208,E00070,R004,B1,1,2026-03-08 08:20:44.844627
RT000209,E00070,R010,B1,3,2026-03-08 09:10:44.844627
RT000210,E00070,R012,B1,2,2026-03-08 10:48:44.844627
RT000211,E00071,R005,B1,2,2026-03-08 10:08:32.734978
RT000212,E00071,R011,B1,2,2026-03-08 11:08:32.734978
RT000213,E00071,R010,B1,3,2026-03-08 10:50:32.734978
RT000214,E00072,R009,B1,2,2026-03-08 12:03:25.869011
RT000215,E00072,R007,B1,2,2026-03-08 13:07:25.869011
RT000216,E00072,R010,B1,2,2026-03-08 14:11:25.869011
RT000217,E00073,R004,B1,1,2026-03-08 14:51:31.755309
RT000218,E00073,R010,B1,1,2026-03-08 15:06:31.755309
RT000219,E00073,R003,B1,1,2026-03-08 16:05:31.755309
RT000220,E00074,R005,B1,3,2026-03-08 16:43:51.354597
RT000221,E00074,R001,B1,4,2026-03-08 18:05:51.354597
RT000222,E00074,R011,B1,3,2026-03-08 17:53:51.354597
RT000223,E00075,R006,B1,4,2026-03-08 18:56:58.709265
RT000224,E00075,R009,B1,4,2026-03-08 19:40:58.709265
RT000225,E00075,R005,B1,4,2026-03-08 20:20:58.709265
RT000226,E00076,R002,B1,5,2026-03-08 20:40:57.925158
RT000227,E00076,R006,B1,5,2026-03-08 21:39:57.925158
RT000228,E00076,R010,B1,5,2026-03-08 21:30:57.925158
RT000229,E00077,R011,B1,3,2026-03-09 00:05:50.254569
RT000230,E00077,R003,B1,4,2026-03-09 00:53:50.254569
RT000231,E00077,R008,B1,3,2026-03-09 00:09:50.254569
RT000232,E00078,R012,B1,5,2026-03-09 02:01:28.538015
RT000233,E00078,R009,B1,4,2026-03-09 02:32:28.538015
RT000234,E00078,R008,B1,5,2026-03-09 02:31:28.538015
RT000235,E00079,R004,B1,1,2026-03-09 04:19:16.057598
RT000236,E00079,R003,B1,2,2026-03-09 04:57:16.057598
RT000237,E00079,R001,B1,2,2026-03-09 05:59:16.057598
RT000238,E00080,R009,B1,4,2026-03-09 06:16:53.869668
RT000239,E00080,R003,B1,4,2026-03-09 07:36:53.869668
RT000240,E00080,R004,B1,4,2026-03-09 06:16:53.869668
RT000241,E00081,R007,B1,5,2026-03-09 07:21:46.966378
RT000242,E00081,R004,B1,5,2026-03-09 07:48:46.966378
RT000243,E00081,R001,B1,5,2026-03-09 09:51:46.966378
RT000244,E00082,R004,B1,1,2026-03-09 09:34:23.967147
RT000245,E00082,R009,B1,1,2026-03-09 10:21:23.967147
RT000246,E00082,R006,B1,1,2026-03-09 12:04:23.967147
RT000247,E00083,R005,B1,1,2026-03-09 12:44:53.902085
RT000248,E00083,R009,B1,1,2026-03-09 13:36:53.902085
RT000249,E00083,R011,B1,2,2026-03-09 13:40:53.902085
RT000250,E00084,R005,B1,3,2026-03-09 15:34:55.201786
RT000251,E00084,R006,B1,3,2026-03-09 15:53:55.201786
RT000252,E00084,R002,B1,3,2026-03-09 17:48:55.201786
RT000253,E00085,R002,B1,1,2026-03-09 16:02:02.020078
RT000254,E00085,R011,B1,1,2026-03-09 17:10:02.020078
RT000255,E00085,R006,B1,1,2026-03-09 18:06:02.020078
RT000256,E00086,R006,B1,3,2026-03-09 18:09:01.003737
RT000257,E00086,R012,B1,5,2026-03-09 18:56:01.003737
RT000258,E00086,R011,B1,4,2026-03-09 20:01:01.003737
RT000259,E00087,R009,B1,3,2026-03-09 20:19:21.389274
RT000260,E00087,R008,B1,3,2026-03-09 21:10:21.389274
RT000261,E00087,R005,B1,3,2026-03-09 22:29:21.389274
RT000262,E00088,R011,B1,1,2026-03-09 22:28:47.614552
RT000263,E00088,R001,B1,2,2026-03-09 22:50:47.614552
RT000264,E00088,R003,B1,2,2026-03-09 23:46:47.614552
RT000265,E00089,R012,B1,1,2026-03-10 02:33:41.453769
RT000266,E00089,R008,B1,1,2026-03-10 03:19:41.453769
RT000267,E00089,R007,B1,2,2026-03-10 04:45:41.453769
RT000268,E00090,R006,B1,1,2026-03-10 04:05:10.806313
RT000269,E00090,R011,B1,2,2026-03-10 04:22:10.806313
RT000270,E00090,R003,B1,2,2026-03-10 06:25:10.806313
RT000271,E00091,R003,B1,5,2026-03-10 05:27:54.381709
RT000272,E00091,R010,B1,4,2026-03-10 05:51:54.381709
RT000273,E00091,R008,B1,5,2026-03-10 06:43:54.381709
RT000274,E00092,R009,B1,1,2026-03-10 08:03:48.103784
RT000275,E00092,R006,B1,1,2026-03-10 08:50:48.103784
RT000276,E00092,R004,B1,1,2026-03-10 08:21:48.103784
RT000277,E00093,R008,B1,5,2026-03-10 09:28:20.800784
RT000278,E00093,R009,B1,3,2026-03-10 10:47:20.800784
RT000279,E00093,R005,B1,3,2026-03-10 10:06:20.800784
RT000280,E00094,R006,B1,2,2026-03-10 11:47:13.677976
RT000281,E00094,R007,B1,1,2026-03-10 12:23:13.677976
RT000282,E00094,R004,B1,1,2026-03-10 11:51:13.677976
RT000283,E00095,R003,B1,5,2026-03-10 15:02:07.153729
RT000284,E00095,R002,B1,5,2026-03-10 15:38:07.153729
RT000285,E00095,R008,B1,5,2026-03-10 15:38:07.153729
RT000286,E00096,R005,B1,2,2026-03-10 17:59:38.896880
RT000287,E00096,R002,B1,2,2026-03-10 18:35:38.896880
RT000288,E00096,R006,B1,1,2026-03-10 20:45:38.896880
RT000289,E00097,R007,B1,5,2026-03-10 19:06:44.980613
RT000290,E00097,R009,B1,4,2026-03-10 19:31:44.980613
RT000291,E00097,R002,B1,4,2026-03-10 21:12:44.980613
RT000292,E00098,R009,B1,2,2026-03-10 21:34:46.487884
RT000293,E00098,R002,B1,2,2026-03-10 22:20:46.487884
RT000294,E00098,R012,B1,3,2026-03-10 23:20:46.487884
RT000295,E00099,R008,B1,1,2026-03-10 23:14:35.405541
RT000296,E00099,R010,B1,1,2026-03-11 00:29:35.405541
RT000297,E00099,R012,B1,1,2026-03-10 23:54:35.405541
RT000298,E00100,R009,B1,4,2026-03-11 02:23:48.125852
RT000299,E00100,R007,B1,5,2026-03-11 02:39:48.125852
RT000300,E00100,R004,B1,4,2026-03-11 02:49:48.125852
RT000301,E00101,R009,B1,1,2026-03-11 03:29:45.218340
RT000302,E00101,R004,B1,1,2026-03-11 04:35:45.218340
RT000303,E00101,R002,B1,1,2026-03-11 05:15:45.218340
RT000304,E00102,R011,B1,5,2026-03-11 05:33:59.890765
RT000305,E00102,R012,B1,5,2026-03-11 06:57:59.890765
RT000306,E00102,R004,B1,4,2026-03-11 07:03:59.890765
RT000307,E00103,R007,B1,5,2026-03-11 08:37:37.959132
RT000308,E00103,R008,B1,5,2026-03-11 09:44:37.959132
RT000309,E00103,R003,B1,5,2026-03-11 09:19:37.959132
RT000310,E00104,R010,B1,4,2026-03-11 11:14:37.541190
RT000311,E00104,R003,B1,3,2026-03-11 12:28:37.541190
RT000312,E00104,R002,B1,3,2026-03-11 13:10:37.541190
RT000313,E00105,R008,B1,1,2026-03-11 12:17:22.954180
RT000314,E00105,R002,B1,1,2026-03-11 13:05:22.954180
RT000315,E00105,R012,B1,2,2026-03-11 12:35:22.954180
RT000316,E00106,R004,B1,5,2026-03-11 15:23:46.969762
RT000317,E00106,R003,B1,5,2026-03-11 16:15:46.969762
RT000318,E00106,R012,B1,5,2026-03-11 16:21:46.969762
RT000319,E00107,R002,B1,3,2026-03-11 16:28:57.282723
RT000320,E00107,R006,B1,1,2026-03-11 17:10:57.282723
RT000321,E00107,R011,B1,2,2026-03-11 18:50:57.282723
RT000322,E00108,R003,B1,4,2026-03-11 19:38:08.058742
RT000323,E00108,R004,B1,4,2026-03-11 19:59:08.058742
RT000324,E00108,R002,B1,4,2026-03-11 22:24:08.058742
RT000325,E00109,R009,B1,4,2026-03-11 21:53:06.186393
RT000326,E00109,R004,B1,4,2026-03-11 23:07:06.186393
RT000327,E00109,R003,B1,4,2026-03-11 23:49:06.186393
RT000328,E00110,R012,B1,3,2026-03-11 23:13:52.109114
RT000329,E00110,R009,B1,2,2026-03-11 23:27:52.109114
RT000330,E00110,R006,B1,4,2026-03-12 01:51:52.109114
RT000331,E00111,R005,B1,4,2026-03-12 01:53:48.899488
RT000332,E00111,R008,B1,5,2026-03-12 02:01:48.899488
RT000333,E00111,R010,B1,4,2026-03-12 04:29:48.899488
RT000334,E00112,R001,B1,4,2026-03-12 03:38:38.056210
RT000335,E00112,R002,B1,3,2026-03-12 04:26:38.056210
RT000336,E00112,R007,B1,3,2026-03-12 04:34:38.056210
RT000337,E00113,R007,B1,2,2026-03-12 07:13:55.619985
RT000338,E00113,R008,B1,3,2026-03-12 07:36:55.619985
RT000339,E00113,R010,B1,2,2026-03-12 07:27:55.619985
RT000340,E00114,R011,B1,5,2026-03-12 09:07:18.039650
RT000341,E00114,R003,B1,5,2026-03-12 09:46:18.039650
RT000342,E00114,R010,B1,5,2026-03-12 09:39:18.039650
RT000343,E00115,R007,B1,1,2026-03-12 10:42:09.352212
RT000344,E00115,R003,B1,1,2026-03-12 12:11:09.352212
RT000345,E00115,R005,B1,1,2026-03-12 11:30:09.352212
RT000346,E00116,R010,B1,1,2026-03-12 12:23:09.654260
RT000347,E00116,R009,B1,1,2026-03-12 12:34:09.654260
RT000348,E00116,R004,B1,1,2026-03-12 13:39:09.654260
RT000349,E00117,R007,B1,2,2026-03-12 15:53:10.019335
RT000350,E00117,R001,B1,2,2026-03-12 16:46:10.019335
RT000351,E00117,R004,B1,3,2026-03-12 16:23:10.019335
RT000352,E00118,R005,B1,5,2026-03-12 17:49:24.363263
RT000353,E00118,R003,B1,5,2026-03-12 18:16:24.363263
RT000354,E00118,R010,B1,5,2026-03-12 18:51:24.363263
RT000355,E00119,R001,B1,2,2026-03-12 20:25:55.389035
RT000356,E00119,R004,B1,1,2026-03-12 20:29:55.389035
RT000357,E00119,R005,B1,2,2026-03-12 22:33:55.389035
RT000358,E00120,R001,B1,2,2026-03-12 22:00:29.766278
RT000359,E00120,R002,B1,2,2026-03-12 22:43:29.766278
RT000360,E00120,R003,B1,1,2026-03-13 00:02:29.766278
RT000361,E00121,R005,B1,1,2026-03-13 00:52:26.508006
RT000362,E00121,R009,B1,1,2026-03-13 02:21:26.508006
RT000363,E00121,R008,B1,2,2026-03-13 01:06:26.508006
RT000364,E00122,R011,B1,1,2026-03-13 01:15:13.361594
RT000365,E00122,R007,B1,1,2026-03-13 01:38:13.361594
RT000366,E00122,R002,B1,1,2026-03-13 02:53:13.361594
RT000367,E00123,R011,B1,4,2026-03-13 05:14:00.098048
RT000368,E00123,R006,B1,4,2026-03-13 05:35:00.098048
RT000369,E00123,R007,B1,4,2026-03-13 05:24:00.098048
RT000370,E00124,R007,B1,3,2026-03-13 06:46:49.535575
RT000371,E00124,R004,B1,2,2026-03-13 06:52:49.535575
RT000372,E00124,R003,B1,3,2026-03-13 07:44:49.535575
RT000373,E00125,R009,B1,4,2026-03-13 09:24:56.404150
RT000374,E00125,R001,B1,5,2026-03-13 09:39:56.404150
RT000375,E00125,R004,B1,5,2026-03-13 10:42:56.404150
RT000376,E00126,R002,B1,1,2026-03-13 11:54:29.579609
RT000377,E00126,R007,B1,1,2026-03-13 13:19:29.579609
RT000378,E00126,R004,B1,1,2026-03-13 13:34:29.579609
RT000379,E00127,R012,B1,3,2026-03-13 13:48:13.729201
RT000380,E00127,R002,B1,2,2026-03-13 14:25:13.729201
RT000381,E00127,R011,B1,2,2026-03-13 14:36:13.729201
RT000382,E00128,R002,B1,3,2026-03-13 15:31:50.279138
RT000383,E00128,R009,B1,2,2026-03-13 15:32:50.279138
RT000384,E00128,R003,B1,2,2026-03-13 16:55:50.279138
RT000385,E00129,R003,B1,2,2026-03-13 16:52:49.294144
RT000386,E00129,R005,B1,1,2026-03-13 17:43:49.294144
RT000387,E00129,R012,B1,2,2026-03-13 18:58:49.294144
RT000388,E00130,R002,B1,3,2026-03-13 20:07:45.409375
RT000389,E00130,R006,B1,4,2026-03-13 21:22:45.409375
RT000390,E00130,R005,B1,3,2026-03-13 22:01:45.409375
RT000391,E00131,R002,B1,5,2026-03-13 22:26:27.305901
RT000392,E00131,R001,B1,5,2026-03-13 22:59:27.305901
RT000393,E00131,R011,B1,4,2026-03-14 00:42:27.305901
RT000394,E00132,R001,B1,5,2026-03-13 23:42:42.761390
RT000395,E00132,R002,B1,5,2026-03-14 00:10:42.761390
RT000396,E00132,R012,B1,5,2026-03-13 23:54:42.761390
RT000397,E00133,R010,B1,5,2026-03-14 01:31:40.602305
RT000398,E00133,R006,B1,5,2026-03-14 02:00:40.602305
RT000399,E00133,R007,B1,5,2026-03-14 01:33:40.602305
RT000400,E00134,R007,B1,5,2026-03-14 04:24:46.815867
RT000401,E00134,R002,B1,5,2026-03-14 05:07:46.815867
RT000402,E00134,R009,B1,5,2026-03-14 05:12:46.815867
RT000403,E00135,R003,B1,4,2026-03-14 07:33:58.513551
RT000404,E00135,R005,B1,4,2026-03-14 08:06:58.513551
RT000405,E00135,R011,B1,3,2026-03-14 08:01:58.513551
RT000406,E00136,R008,B1,4,2026-03-14 09:32:51.718281
RT000407,E00136,R005,B1,3,2026-03-14 09:34:51.718281
RT000408,E00136,R010,B1,2,2026-03-14 10:30:51.718281
RT000409,E00137,R006,B1,4,2026-03-14 11:32:02.127578
RT000410,E00137,R012,B1,3,2026-03-14 11:43:02.127578
RT000411,E00137,R007,B1,3,2026-03-14 12:28:02.127578
RT000412,E00138,R008,B1,5,2026-03-14 14:11:07.483767
RT000413,E00138,R005,B1,5,2026-03-14 15:16:07.483767
RT000414,E00138,R004,B1,5,2026-03-14 15:27:07.483767
RT000415,E00139,R011,B1,2,2026-03-14 16:19:57.185569
RT000416,E00139,R006,B1,3,2026-03-14 17:45:57.185569
RT000417,E00139,R004,B1,2,2026-03-14 17:57:57.185569
RT000418,E00140,R003,B1,2,2026-03-14 18:44:53.589257
RT000419,E00140,R011,B1,2,2026-03-14 19:49:53.589257
RT000420,E00140,R002,B1,2,2026-03-14 19:02:53.589257
RT000421,E00141,R001,B1,3,2026-03-14 20:48:51.821088
RT000422,E00141,R009,B1,3,2026-03-14 22:06:51.821088
